longitude,latitude
-104.990251,39.739236
-104.990251,39.739236
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
13.960129,50.97178
-90.221624,38.600423
-88.180356,30.696441
-88.180356,30.696441
-94.922464,39.311111
-90.221624,38.600423
-94.70262,43.919952
-89.302732,35.136443
-89.176461,37.005329
-86.781602,36.162664
-88.180356,30.696441
-86.299969,32.366805
-81.218693,35.706522
-81.218693,35.706522
-81.218693,35.706522
-81.218693,35.706522
-81.218693,35.706522
-81.218693,35.706522
-81.218693,35.706522
-85.57979,37.077508
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-117.426047,47.65878
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-91.666352,44.055391
-117.426047,47.65878
-91.666352,44.055391
-108.835033,51.799528
-79.866091,43.250021
-79.866091,43.250021
-79.866091,43.250021
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-78.878369,42.886447
-79.866091,43.250021
-78.878369,42.886447
-78.878369,42.886447
-78.878369,42.886447
-78.878369,42.886447
-108.835033,51.799528
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
8.801694,53.079296
-87.657584,44.088606
-87.657584,44.088606
-117.853112,33.787794
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.51202,39.103118
-84.495776,39.091449
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-84.495776,39.091449
-84.495776,39.091449
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-91.434598,40.359211
-91.434598,40.359211
-91.434598,40.359211
-91.434598,40.359211
-91.396397,40.404473
-91.396397,40.404473
-84.51202,39.103118
-84.51202,39.103118
-92.649359,41.291673
-84.51202,39.103118
-92.649359,41.291673
-84.495776,39.091449
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-84.495776,39.091449
-84.495776,39.091449
-92.649359,41.291673
-92.649359,41.291673
-92.649359,41.291673
-91.434598,40.359211
-91.434598,40.359211
-91.434598,40.359211
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
9.498262,47.806368
7.509455,49.607375
7.509455,49.607375
7.509455,49.607375
7.509455,49.607375
11.02988,50.984768
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
10.709288,50.946919
10.709288,50.946919
2.130122,48.801408
2.560984,48.833953
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
10.810775,50.747635
10.810775,50.747635
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.045754,42.331427
-83.39771,41.916434
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-78.880315,43.020335
-90.199404,38.627003
-84.51202,39.103118
-85.853047,41.2381
151.175316,-32.561969
-76.612189,39.290385
-79.995886,40.440625
-120.868759,38.094173
-81.491489,31.149953
-89.233424,40.259485
-89.282592,40.218097
-92.75687,44.97469
9.672196,49.730955
-88.74566,43.386106
-88.74566,43.386106
-88.74566,43.386106
-88.74566,43.386106
-88.74566,43.386106
-88.74566,43.386106
-89.953157,38.811436
-89.953157,38.811436
-89.953157,38.811436
-89.953157,38.811436
-89.953157,38.811436
-89.953157,38.811436
-89.953157,38.811436
-92.75687,44.97469
-122.419416,37.77493
-74.005941,40.712784
-73.95707,40.708116
-73.95707,40.708116
-73.944158,40.678178
-73.944158,40.678178
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
9.300241,47.544972
-73.944158,40.678178
-77.371658,43.222841
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-73.95707,40.708116
-73.95707,40.708116
-73.944158,40.678178
-73.944158,40.678178
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
-122.419416,37.77493
9.300241,47.544972
9.300241,47.544972
9.300241,47.544972
-122.458036,38.291859
-122.458036,38.291859
-122.458036,38.291859
-122.419416,37.77493
-82.518584,40.756672
-90.071532,29.951066
-82.518584,40.756672
-84.191607,39.758948
-73.944158,40.678178
11.142585,50.581574
11.142585,50.581574
11.142585,50.581574
11.142585,50.581574
-75.165222,39.952584
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-73.944158,40.678178
-88.988442,43.183884
-88.988442,43.183884
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
-89.284836,44.450808
9.457498,51.114344
-87.629798,41.878114
9.868309,51.820572
-71.05888,42.360083
9.419182,51.136353
10.451526,51.165691
10.451526,51.165691
10.451526,51.165691
9.638023,51.929787
9.638023,51.929787
9.419182,51.136353
-93.265011,44.977753
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
-88.542614,44.024706
11.310406,50.525772
-97.743061,30.267153
11.21717,50.512949
11.21717,50.512949
-97.743061,30.267153
-97.743061,30.267153
-97.743061,30.267153
-97.743061,30.267153
-97.743061,30.267153
-97.743061,30.267153
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-96.397744,30.166883
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
151.20699,-33.867487
151.20699,-33.867487
144.96328,-37.814107
144.96328,-37.814107
9.993682,53.551085
4.402464,51.219448
12.754026,51.410476
16.320432,48.111788
4.402464,51.219448
121.164896,-30.954654
146.70079,-41.621177
146.70079,-41.621177
146.70079,-41.621177
146.70079,-41.621177
146.70079,-41.621177
146.70079,-41.621177
146.70079,-41.621177
121.488357,-30.781984
121.488357,-30.781984
140.936517,-36.795424
140.936517,-36.795424
140.936517,-36.795424
151.08925,-31.860216
151.08925,-31.860216
151.08925,-31.860216
121.061734,-30.375476
121.452692,-30.722529
32.301866,31.265289
120.905998,-30.47576
-97.918148,48.923328
-97.918148,48.923328
-97.918148,48.923328
-97.918148,48.923328
-97.918148,48.923328
-97.918148,48.923328
-97.918148,48.923328
4.402464,51.219448
-0.127758,51.507351
34.610263,31.523585
34.610263,31.523585
-0.127758,51.507351
151.20699,-33.867487
151.20699,-33.867487
151.20699,-33.867487
153.039257,-30.906935
152.504916,-29.192004
153.039257,-30.906935
152.504916,-29.192004
152.504916,-29.192004
153.039257,-30.906935
-97.62231,48.793881
-97.918148,48.923328
-97.62231,48.793881
-97.62231,48.793881
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-87.629798,41.878114
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-87.629798,41.878114
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-87.629798,41.878114
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.460152,42.065369
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
8.801694,53.079296
8.801694,53.079296
-74.005941,40.712784
-74.005941,40.712784
8.801694,53.079296
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-81.515754,27.664827
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-110.588455,44.427963
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-87.413909,39.466703
-87.413909,39.466703
-87.413909,39.466703
-87.413909,39.466703
-87.413909,39.466703
-94.578567,39.099727
-94.578567,39.099727
-105.1911,39.653599
-104.990251,39.739236
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
-74.742938,40.217053
11.02988,50.984768
-74.742938,40.217053
10.4571,51.209865
10.4571,51.209865
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-87.906474,43.038903
-97.288098,36.289486
-96.583905,35.910069
-97.288098,36.289486
-97.733664,36.806973
-97.371712,37.2653
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-77.610922,43.16103
-79.995886,40.440625
-79.995886,40.440625
-79.995886,40.440625
-79.995886,40.440625
-79.995886,40.440625
-79.995886,40.440625
-102.274349,33.181204
-101.706842,34.184794
-101.706842,34.184794
-101.855166,33.577863
-101.855166,33.577863
-100.405938,32.470952
-100.405938,32.470952
-101.855166,33.577863
-100.855686,33.476477
-99.733701,33.157603
-101.855166,33.577863
-101.950992,32.7376
-101.950992,32.7376
-101.950992,32.7376
-77.610922,43.16103
-101.855166,33.577863
-101.478735,32.250398
-99.733701,33.157603
-99.260353,33.594261
-99.260353,33.594261
-99.740372,34.297855
-101.855166,33.577863
-100.802651,36.400031
-102.269356,39.306108
-102.604645,39.303328
-102.604645,39.303328
-101.201382,30.702225
-101.201382,30.702225
-102.64491,32.718993
-102.64491,32.718993
-102.64491,32.718993
-102.64491,32.718993
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
11.589237,50.927054
-75.165222,39.952584
-75.165222,39.952584
11.64425,50.449532
11.64425,50.449532
11.64425,50.449532
11.64425,50.449532
11.64425,50.449532
11.64425,50.449532
-74.005941,40.712784
-74.005941,40.712784
11.73608,53.911305
11.673092,53.923038
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.73608,53.911305
11.673092,53.923038
11.673092,53.923038
-78.878369,42.886447
11.451602,53.897942
11.451602,53.897942
11.73608,53.911305
11.73608,53.911305
-85.911921,36.995884
11.686911,53.865703
-80.477147,43.5656
-80.477147,43.5656
-80.609519,40.272015
-77.001079,41.24119
-82.900075,32.165622
-82.900075,32.165622
-87.030841,35.199802
-86.983342,34.605925
-86.983342,34.605925
-86.781602,36.162664
-76.612189,39.290385
-76.612189,39.290385
-76.612189,39.290385
-76.612189,39.290385
-81.694361,41.49932
-81.694361,41.49932
-77.410541,39.414269
-84.508554,39.083671
-71.89524,42.426241
-82.907123,40.417287
-82.907123,40.417287
-79.920669,32.665642
-79.920669,32.665642
-81.655651,30.332184
-81.655651,30.332184
-81.655651,30.332184
-81.655651,30.332184
-81.655651,30.332184
-81.655651,30.332184
-81.655651,30.332184
-81.312434,29.901244
-81.312434,29.901244
-81.312434,29.901244
-81.312434,29.901244
-81.312434,29.901244
9.182932,48.775846
13.404954,52.520007
-74.005941,40.712784
-74.005941,40.712784
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-77.471378,39.724262
-113.409516,45.368593
-87.629798,41.878114
-74.232648,40.770619
-74.232648,40.770619
-74.232648,40.770619
-74.232648,40.770619
-74.232648,40.770619
-76.945521,41.326467
-76.945521,41.326467
-76.945521,41.326467
-76.945521,41.326467
-117.853112,33.787794
-83.743038,42.280826
-83.743038,42.280826
-82.518687,40.252612
-83.743038,42.280826
-83.743038,42.280826
-74.232648,40.770619
-74.232648,40.770619
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-74.005941,40.712784
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-75.539788,39.739072
-82.998794,39.961176
-82.998794,39.961176
-82.998794,39.961176
-82.998794,39.961176
-82.998794,39.961176
-82.998794,39.961176
11.581981,48.135125
11.581981,48.135125
8.106872,53.53234
8.106872,53.53234
8.106872,53.53234
-74.087919,40.845656
-74.087919,40.845656
-74.077642,40.728157
-74.077642,40.728157
-74.667223,40.357298
-73.971249,40.78306
-73.665683,41.001764
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.077642,40.728157
-74.106809,40.826489
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
-74.090697,40.840378
14.273873,50.970912
11.218454,49.57287
-90.154849,43.467759
-90.154849,43.467759
-90.154849,43.467759